id_municipio,situacao,ano_atendimento,concessionaria,tecnologia,capacidade_backhaul,capacidade_ocupada,capacidade_disponivel
2204006,Atendido,2009,TELEMAR/PI,Rádio,8,6,2
2205300,Atendido,2009,TELEMAR/PI,Rádio,8,6,2
2205854,Atendido,2009,TELEMAR/PI,Fibra,8,6,2
2205904,Atendido,2009,TELEMAR/PI,Rádio,8,6,2
2209377,Atendido,2009,TELEMAR/PI,Rádio,8,6,2
2209856,Atendido,2009,TELEMAR/PI,Rádio,8,6,2
2300101,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2300903,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2301802,Atendido,2009,TELEMAR/CE,Fibra,8,6,2
2304277,Atendido,2009,TELEMAR/CE,Fibra,8,6,2
2304608,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2305332,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2305654,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2306801,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2307635,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2310951,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2311108,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2311207,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2312106,Atendido,2009,TELEMAR/CE,Fibra,8,6,2
2313351,Atendido,2009,TELEMAR/CE,Rádio,8,6,2
2313708,Atendido,2009,TELEMAR/CE,Fibra,8,6,2
2401305,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2401909,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2403400,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2405405,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2408706,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2409209,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2409506,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2410405,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2411403,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2411700,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2412559,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2413300,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2413409,Atendido,2009,TELEMAR/RN,Rádio,8,6,2
2500700,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2501575,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2501708,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2502102,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2502706,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2504207,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2505402,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2506202,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2506251,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2508703,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2509008,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2509404,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2510006,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2510204,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2510303,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2511707,Atendido,2009,TELEMAR/PB,Fibra,8,6,2
2512754,Atendido,2009,TELEMAR/PB,Fibra,8,6,2
2512804,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2514008,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2515203,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2515401,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2515971,Atendido,2009,TELEMAR/PB,Fibra,8,6,2
2516706,Atendido,2009,TELEMAR/PB,Rádio,8,6,2
2603306,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2603603,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2603801,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2604809,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2606309,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2606705,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2607109,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2607950,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2608255,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2608602,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2612109,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2612802,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2612901,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2615201,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2616100,Atendido,2009,TELEMAR/PE,Rádio,8,6,2
2701209,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2701506,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2701803,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2701902,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2703007,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2703502,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2703908,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2704807,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2708204,Atendido,2009,TELEMAR/AL,Rádio,8,6,2
2801900,Atendido,2009,TELEMAR/SE,Rádio,8,6,2
2803708,Atendido,2009,TELEMAR/SE,Rádio,8,6,2
2804201,Atendido,2009,TELEMAR/SE,Rádio,8,6,2
2805000,Atendido,2009,TELEMAR/SE,Rádio,8,6,2
2806404,Atendido,2009,TELEMAR/SE,Rádio,8,6,2
2806503,Atendido,2009,TELEMAR/SE,Rádio,8,6,2
2806602,Atendido,2009,TELEMAR/SE,Rádio,8,6,2
2807501,Atendido,2009,TELEMAR/SE,Rádio,8,6,2
2901155,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2901502,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2901700,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2902302,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2904050,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2905404,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2906899,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2911857,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2912608,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2917334,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2918605,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2918753,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2920205,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2922052,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2922607,Atendido,2009,TELEMAR/BA,Fibra,8,6,2
2924207,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2924900,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2925931,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2928307,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2930006,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2933059,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
2933257,Atendido,2009,TELEMAR/BA,Rádio,8,6,2
3100708,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3100807,Atendido,2009,TELEMAR/MG,Fibra,8,6,2
3106606,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3107703,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3108800,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3109105,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3110103,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3111150,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3114600,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3114709,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3115003,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3115607,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3116100,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3119005,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3122405,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3123106,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3123502,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3123528,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3124401,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3125408,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3125507,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3127909,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3135456,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3136108,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3138658,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3138682,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3140605,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3141009,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3143609,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3148806,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3152131,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3154150,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3154457,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3157609,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3160108,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3160959,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3165503,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3166006,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3166303,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3166600,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3169802,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3170479,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3170529,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3171030,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3171105,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3171907,Atendido,2009,TELEMAR/MG,Rádio,8,6,2
3201803,Atendido,2009,TELEMAR/ES,Rádio,8,6,2
3202553,Atendido,2009,TELEMAR/ES,Rádio,8,6,2
3203163,Atendido,2009,TELEMAR/ES,Rádio,8,6,2
4101655,Atendido,2009,BRASILTELECOM FILIAL/PR,Rádio,8,6,2
4103958,Atendido,2009,BRASILTELECOM FILIAL/PR,Rádio,8,6,2
4116505,Atendido,2009,BRASILTELECOM FILIAL/PR,Fibra,8,6,2
4300059,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4301552,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,6,2
4303202,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,6,2
4303558,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4304952,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4305587,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4305871,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4306973,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4307054,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4309654,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4309753,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4311718,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,6,2
4312005,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4312757,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
4314555,Atendido,2009,BRASILTELECOM FILIAL/RS,Rádio,8,6,2
4317756,Atendido,2009,BRASILTELECOM FILIAL/RS,Fibra,8,6,2
5100102,Atendido,2009,BRASILTELECOM FILIAL/MT,Rádio,8,6,2
5108105,Atendido,2009,BRASILTELECOM FILIAL/MT,Fibra,8,6,2
5200506,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,6,2
5203939,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,6,2
5205703,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,6,2
5206701,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,6,2
5209457,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,6,2
5213855,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,6,2
5214705,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,6,2
5219209,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,6,2
1200427,Atendido,2009,BRASILTELECOM FILIAL/AC,Fibra,8,8,0
1400175,Atendido,2009,TELEMAR/RR,Rádio,8,8,0
1400282,Atendido,2009,TELEMAR/RR,Rádio,8,8,0
1400308,Atendido,2009,TELEMAR/RR,Fibra,8,8,0
1502004,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1502608,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1502806,Atendido,2009,TELEMAR/PA,Rádio,16,8,8
1504000,Atendido,2009,TELEMAR/PA,Rádio,16,8,8
1505007,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1505403,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1505601,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1506112,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1506351,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1507102,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1507201,Atendido,2009,TELEMAR/PA,Rádio,16,8,8
1507409,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1507474,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1507706,Atendido,2009,TELEMAR/PA,Rádio,8,8,0
1600253,Atendido,2009,TELEMAR/AP,Satélite,8,8,0
1600402,Atendido,2009,TELEMAR/AP,Satélite,8,8,0
1703867,Atendido,2009,BRASILTELECOM FILIAL/GO,Fibra,8,8,0
1707207,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,8,0
1712504,Atendido,2009,BRASILTELECOM FILIAL/GO,Rádio,8,8,0
2100402,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2100832,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2101301,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2101905,Atendido,2009,TELEMAR/MA,Rádio,73,8,65
2102507,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2102705,Atendido,2009,TELEMAR/MA,Rádio,52,8,44
2102754,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2103109,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2103554,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2103752,Atendido,2009,TELEMAR/MA,Fibra,8,8,0
2104206,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2104404,Atendido,2009,TELEMAR/MA,Fibra,8,8,0
2104552,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2104628,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2105203,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2105922,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2105989,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2106003,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2106805,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2107001,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2107100,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2107209,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2107456,Atendido,2009,TELEMAR/MA,Fibra,8,8,0
2107605,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2107704,Atendido,2009,TELEMAR/MA,Rádio,60,8,52
2107902,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2108009,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2108058,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2108108,Atendido,2009,TELEMAR/MA,Fibra,54,8,46
2108801,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2109205,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2109270,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2109304,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2110302,Atendido,2009,TELEMAR/MA,Fibra,8,8,0
2110401,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2111029,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2111052,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2111409,Atendido,2009,TELEMAR/MA,Rádio,16,8,8
2111607,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2111706,Atendido,2009,TELEMAR/MA,Rádio,34,8,26
2111904,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2112605,Atendido,2009,TELEMAR/MA,Rádio,8,8,0
2200301,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2200509,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2200608,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2200707,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2201176,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2201705,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2202505,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2202604,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2202752,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2202802,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2203602,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2204501,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2205102,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2205409,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2205607,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2206001,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2206100,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2206704,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2206803,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2207504,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2207801,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2208502,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2208809,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2209005,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2209203,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2209609,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2210201,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2210300,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2210409,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2210706,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2210805,Atendido,2009,TELEMAR/PI,Rádio,8,8,0
2211209,Atendido,2009,TELEMAR/PI,Fibra,41,8,33
2300408,Atendido,2009,TELEMAR/CE,Fibra,8,8,0
2300705,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2300804,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2301257,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2301307,Atendido,2009,TELEMAR/CE,Rádio,16,8,8
2301505,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2302008,Atendido,2009,TELEMAR/CE,Rádio,16,8,8
2303006,Atendido,2009,TELEMAR/CE,Rádio,16,8,8
2303402,Atendido,2009,TELEMAR/CE,Fibra,8,8,0
2303659,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2304236,Atendido,2009,TELEMAR/CE,Fibra,8,8,0
2304509,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2304657,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2306009,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2306207,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2306603,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2306702,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2307106,Atendido,2009,TELEMAR/CE,Rádio,16,8,8
2307502,Atendido,2009,TELEMAR/CE,Rádio,16,8,8
2308377,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2308609,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2309003,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2309201,Atendido,2009,TELEMAR/CE,Fibra,8,8,0
2309904,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2310001,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2310803,Atendido,2009,TELEMAR/CE,Fibra,8,8,0
2311009,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2311900,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2311959,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2313955,Atendido,2009,TELEMAR/CE,Rádio,8,8,0
2400109,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2400307,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2400802,Atendido,2009,TELEMAR/RN,Fibra,8,8,0
2401206,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2401701,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2402105,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2402303,Atendido,2009,TELEMAR/RN,Fibra,34,8,26
2402402,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2402709,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2403004,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2404309,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2404507,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2405306,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2405603,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2405702,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2406205,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2406502,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2406700,Atendido,2009,TELEMAR/RN,Fibra,8,8,0
2406809,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2407708,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2408508,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2409100,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2409704,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2410306,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2412302,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2412401,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2412708,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2412807,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2413003,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2413201,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2414001,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2414704,Atendido,2009,TELEMAR/RN,Rádio,8,8,0
2500106,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2500502,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2500601,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2500809,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
2501203,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2501302,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2501401,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2501500,Atendido,2009,TELEMAR/PB,Fibra,16,8,8
2501609,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2501906,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
2503100,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2504405,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2505709,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2505808,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2506103,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2506806,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
2507200,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2507309,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2507606,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2507705,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2507903,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2508604,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2509156,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2509305,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2509503,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2509909,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2510402,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2510600,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2511202,Atendido,2009,TELEMAR/PB,Rádio,16,8,8
2511301,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2511509,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
2511806,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
2511905,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2512408,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2512705,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
2513406,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2514503,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2514909,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2515104,Atendido,2009,TELEMAR/PB,Fibra,8,8,0
2515500,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2515807,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2515906,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2516300,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2517001,Atendido,2009,TELEMAR/PB,Rádio,8,8,0
2600203,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2601300,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2601508,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2603207,Atendido,2009,TELEMAR/PE,Rádio,16,8,8
2603504,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2603900,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2604700,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2604908,Atendido,2009,TELEMAR/PE,Rádio,16,8,8
2605509,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2606903,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2607000,Atendido,2009,TELEMAR/PE,Fibra,22,8,14
2607406,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2607703,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2608057,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2608206,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2608305,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2608404,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2608701,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2609204,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2609303,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
2610103,Atendido,2009,TELEMAR/PE,Fibra,8,8,0
2612000,Atendido,2009,TELEMAR/PE,Rádio,8,8,0
